ControlSet	CacheEntryPosition	Path	LastModifiedTimeUTC	Executed
1	442	C:\Windows\system32\SppExtComObj.exe	2017-03-18 20:57:29	NA
1	443	C:\Program Files\Common Files\VMware\Drivers\vss\comreg.exe	2017-03-17 12:00:00	NA
1	444	C:\Program Files\VMware\VMware Tools\vmtoolsd.exe	2017-03-17 11:56:42	NA
1	445	C:\Program Files\VMware\VMware Tools\guestproxycerttool.exe	2017-03-17 11:56:22	NA
1	446	C:\Windows\syswow64\WOWReg32.exe	2017-03-18 20:58:39	NA
1	447	C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\RemoteCommandProvider.exe	2017-03-17 11:36:14	NA
1	448	C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\InstallProvider.exe	2017-03-17 11:36:14	NA
1	449	C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ConfigProvider.exe	2017-03-17 11:36:14	NA
1	450	C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\TestInfraProvider.exe	2017-03-17 11:36:14	NA
1	451	C:\Windows\system32\GenValObj.exe	2017-03-18 20:57:29	NA
1	452	C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe	2017-03-17 11:25:28	NA
1	453	C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe	2017-03-17 11:05:14	NA
1	454	C:\Program Files\VMware\VMware Tools\vmacthlp.exe	2017-03-17 11:51:48	NA
1	455	C:\Program Files\VMware\VMware Tools\TPVCGateway.exe	2017-03-17 11:06:06	NA
1	456	C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe	2017-03-17 11:06:04	NA
1	457	C:\Windows\System32\printui.exe	2017-03-18 20:58:23	NA
1	458	C:\Windows\SysWOW64\cmd.exe	2017-03-18 20:58:48	NA
1	459	C:\Windows\syswow64\MsiExec.exe	2017-03-18 20:58:37	NA
1	460	c:\1886ab3a5d85eed3ee\install.exe	2011-04-19 08:09:16	NA
1	461	C:\Users\ROCKHA~1\AppData\Local\Temp\{D2236796-832D-4E8C-A337-0C6EEB8ACB27}~setup\vcredist_x64.exe	2017-07-05 14:34:37	NA
1	462	C:\Users\Rock Hammerfist\AppData\Local\Temp\{D2236796-832D-4E8C-A337-0C6EEB8ACB27}~setup\vcredist_x64.exe	2017-07-05 14:34:37	NA
1	463	C:\Windows\System32\smartscreen.exe	2017-05-20 05:56:34	NA
1	464	C:\Windows\System32\InstallAgent.exe	2017-06-20 05:05:25	NA
1	465	C:\Windows\System32\RuntimeBroker.exe	2017-03-18 20:58:01	NA
1	466	C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Application	2017-07-12 15:11:23	NA
1	467	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Application	2017-07-06 01:05:02	NA
1	468	C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.15063.0_none_1a733a82001933cc\TiWorker.exe	2017-03-18 11:40:23	NA
1	469	C:\Windows\system32\msiexec.exe	2017-03-18 20:57:05	NA
1	470	"00000009	000e00005e3b0000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	471	"00000000	000e00005e3b0000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	472	"00000009	000100035e890000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.3	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	473	"00000000	000100035e890000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.3	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	474	"00000009	000100035d5d0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.3	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	475	"00000000	000100035d5d0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.3	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	476	c:\129cc482f2dc4a876458d9\install.exe	2011-04-19 04:30:10	NA
1	477	C:\Users\ROCKHA~1\AppData\Local\Temp\{D2236796-832D-4E8C-A337-0C6EEB8ACB27}~setup\vcredist_x86.exe	2017-07-05 14:34:36	NA
1	478	C:\Users\Rock Hammerfist\AppData\Local\Temp\{D2236796-832D-4E8C-A337-0C6EEB8ACB27}~setup\vcredist_x86.exe	2017-07-05 14:34:36	NA
1	479	C:\Users\ROCKHA~1\AppData\Local\Temp\vmware-Rock Hammerfist\000010f5\setup64.exe	2017-07-05 14:34:34	NA
1	480	C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Application	2017-07-12 15:11:23	NA
1	481	C:\Users\Rock Hammerfist\AppData\Local\Temp\vmware-Rock Hammerfist\000010f5\setup64.exe	2017-07-05 14:34:34	NA
1	482	C:\Users\ROCKHA~1\AppData\Local\Temp\vmware-Rock Hammerfist\000010f5\setup.exe	2017-07-05 14:34:33	NA
1	483	C:\Users\Rock Hammerfist\AppData\Local\Temp\vmware-Rock Hammerfist\000010f5\setup.exe	2017-07-05 14:34:33	NA
1	484	"0000000b	0006000200000000	000a00003fff0000	8664	windows.immersivecontrolpanel	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	485	C:\Windows\System32\cscript.exe	2017-03-18 20:58:07	NA
1	486	C:\Windows\system32\net1.exe	2017-03-18 20:57:54	NA
1	487	C:\Windows\System32\net.exe	2017-03-18 20:57:58	NA
1	488	C:\Windows\System32\powercfg.exe	2017-03-18 20:58:00	NA
1	489	C:\Users\ROCKHA~1\AppData\Local\Temp\upgrader.exe	2017-07-05 14:28:00	NA
1	490	C:\Users\Rock Hammerfist\AppData\Local\Temp\upgrader.exe	2017-07-05 14:28:00	NA
1	491	C:\Windows\system32\PING.EXE	2017-03-18 20:58:51	NA
1	492	C:\Windows\System32\cmd.exe	2017-03-18 20:57:50	NA
1	493	C:\Windows\System32\ie4uinit.exe	2017-04-28 00:05:49	NA
1	494	C:\Windows\System32\unregmp2.exe	2017-03-18 04:54:52	NA
1	495	C:\Windows\System32\runonce.exe	2017-03-18 20:58:29	NA
1	496	C:\Windows\system32\ClipRenew.exe	2017-03-19 02:31:02	NA
1	497	C:\Windows\Explorer.EXE	2017-06-20 06:04:03	NA
1	498	C:\Windows\system32\userinit.exe	2017-03-18 20:58:21	NA
1	499	C:\Windows\system32\MDMAgent.exe	2017-03-18 20:57:05	NA
1	500	C:\Windows\System32\sihost.exe	2017-03-18 20:58:10	NA
1	501	C:\Windows\system32\DllHost.exe	2017-03-18 20:58:21	NA
1	502	C:\Windows\system32\oobe\FirstLogonAnim.exe	2017-03-18 20:58:29	NA
1	503	C:\Windows\system32\LogonUI.exe	2017-03-18 20:57:29	NA
1	504	C:\Windows\system32\compattelrunner.exe	2017-06-20 06:18:42	NA
1	505	C:\Windows\system32\devicecensus.exe	2017-06-20 06:17:57	NA
1	506	C:\Windows\SysWOW64\regsvr32.exe	2017-03-18 20:58:48	NA
1	507	C:\Windows\system32\regsvr32.exe	2017-03-18 20:57:53	NA
1	508	C:\Windows\System32\taskhostw.exe	2017-03-18 20:57:57	NA
1	509	C:\Windows\system32\Clipup.exe	2017-03-18 20:57:50	NA
1	510	C:\Windows\system32\wbem\wmiprvse.exe	2017-03-18 20:58:01	NA
1	511	C:\Windows\system32\SearchFilterHost.exe	2017-03-18 20:58:18	NA
1	512	C:\Windows\system32\SearchProtocolHost.exe	2017-06-20 05:05:05	NA
1	513	C:\Windows\system32\SearchIndexer.exe	2017-06-03 09:00:22	NA
1	514	C:\Windows\system32\oobe\msoobe.exe	2017-03-18 20:58:25	NA
1	515	C:\WINDOWS\SYSTEM32\RUNDLL32.EXE	2017-03-18 20:58:29	NA
1	516	C:\Windows\system32\oobe\oobeldr.exe	2017-03-18 20:57:53	NA
1	517	C:\WINDOWS\SYSTEM32\reg.exe	2017-03-18 20:57:53	NA
1	518	C:\WINDOWS\SYSTEM32\SETUPUGC.EXE	2017-03-18 20:57:47	NA
1	519	C:\Windows\system32\provtool.exe	2017-03-18 20:58:10	NA
1	520	C:\Windows\SysWOW64\ByteCodeGenerator.exe	2017-03-18 20:58:46	NA
1	521	C:\Windows\system32\ByteCodeGenerator.exe	2017-03-18 20:58:01	NA
1	522	"00000009	000a3ef02d510000	000a00003aa10000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	523	"00000009	000a3ef02d650000	000a00003aa10000	8664	Microsoft.ZuneMusic	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	524	"00000009	000b00134a3b0000	000a000037ec0000	8664	Microsoft.XboxIdentityProvider	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	525	"00000009	0001000f07d30000	000a00003ab70000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	526	"00000009	0019001932d10000	000a0000295a0000	8664	Microsoft.XboxApp	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	527	"00000009	2db503e900570000	000a000038390000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	528	"00000009	000a06a6012d0000	000a000038390000	8664	Microsoft.WindowsSoundRecorder	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	529	"00000009	0005064b28990000	000a000037cd0000	8664	Microsoft.WindowsMaps	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	530	"00000009	0001064c28480000	000a00003a8b0000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	531	"00000009	00111ee2a5110000	000a0000383a0000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	532	"00000009	07e1007d00280000	000a000028000000	8664	Microsoft.WindowsCamera	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	533	"00000009	000a06a6014d0000	000a000038390000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	534	"00000009	001001ff224c0000	000a0000295a0000	8664	Microsoft.Windows.Photos	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	535	"00000009	000100003fc80000	000a00003a770000	8664	Microsoft.Wallet	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	536	"00000009	000b000800cc0000	000a000038390000	8664	Microsoft.SkypeApp	kzf8qxf38zg5c	"	1601-01-01 00:00:00	NA
1	537	"00000009	000a000129230000	000a00003a9b0000	8664	Microsoft.People	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	538	"00000009	000206a501150000	000a00003a7d0000	8664	Microsoft.OneConnect	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	539	"00000009	00111df4e2d70000	000a000038200000	8664	Microsoft.Office.OneNote	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	540	"00000009	000106a66d710000	000a000039d00000	8664	Microsoft.MSPaint	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	541	"00000009	0001000400650000	000a00003a9a0000	8664	Microsoft.MicrosoftStickyNotes	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	542	"00000009	0003000e049d0000	000a000028000000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	543	"00000009	00111f4a17260000	000a000037b10000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	544	"00000009	000106a6522f0000	000a000039d00000	8664	Microsoft.Microsoft3DViewer	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	545	"00000009	0003001a5dc20000	000a000037ec0000	8664	Microsoft.Messaging	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	546	"00000009	0004000500060000	000a000038390000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	547	"00000009	0004001200380000	000a000038390000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	548	"00000000	000a000006450000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	549	"00000009	000a000006450000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	550	"0000000b	000a00003ad70000	000a000000000000	8664	Windows.ContactSupport	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	551	"0000000b	03e83ad700000000	000a000000000000	8664	Microsoft.XboxGameCallableUI	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	552	"0000000b	000a00003ad70000	000a00003ad70000	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	553	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.Windows.SecureAssessmentBrowser	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	554	"0000000b	000a00003ad70000	000a00003a6103e8	8664	Microsoft.Windows.SecHealthUI	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	555	"0000000b	03e83ad700000000	03e83ad700000000	8664	Microsoft.Windows.ModalSharePickerHost	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	556	"0000000b	00010008000c3ad7	000a00003ad70000	8664	Microsoft.Windows.Cortana	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	557	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.Windows.ContentDeliveryManager	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	558	"0000000b	000a00003ad70000	000b000000000000	8664	Microsoft.Windows.CloudExperienceHost	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	559	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.PPIProjection	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	560	"0000000b	00283ad700000000	000c000000000000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	"	1601-01-01 00:00:00	NA
1	561	"0000000b	000a00003ad70000	000a000000000000	8664	Microsoft.BioEnrollment	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	562	"0000000b	000a00003ad70000	000a00003ad70000	8664	Microsoft.AccountsControl	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	563	"0000000b	03e83ad700000000	000a0000295b0000	8664	Microsoft.AAD.BrokerPlugin	cw5n1h2txyewy	neutral"	1601-01-01 00:00:00	NA
1	564	"0000000b	000a00003ad70000	000a000029360000	8664	HoloShell	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	565	"0000000b	0001000000000002	000a000000000000	8664	HoloItemPlayerApp	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	566	"0000000b	0001000000000005	000a000029360000	8664	HoloCamera	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	567	"0000000b	03e83ad700000000	000a000000000000	8664	DesktopLearning	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	568	"0000000b	000a00003ad70000	000a000029360000	8664	CortanaListenUIApp	cw5n1h2txyewy	"	1601-01-01 00:00:00	NA
1	569	c:\windows\system32\NetCfgNotifyObjectHost.exe	2017-03-18 20:58:00	NA
1	570	C:\Windows\System32\WUDFHost.exe	2017-03-18 20:57:38	NA
1	571	C:\Program Files\Windows Defender\NisSrv.exe	2017-03-18 20:56:44	NA
1	572	C:\Program Files\Windows Defender\MpCmdRun.exe	2017-06-20 06:01:26	NA
1	573	C:\Windows\system32\DrvInst.exe	2017-03-18 20:57:11	NA
1	574	C:\Program Files\Windows Defender\MsMpEng.exe	2017-06-20 06:01:21	NA
1	575	C:\Windows\system32\SecurityHealthService.exe	2017-07-07 07:13:07	NA
1	576	C:\Windows\System32\spoolsv.exe	2017-03-18 20:58:24	NA
1	577	C:\Windows\servicing\TrustedInstaller.exe	2017-03-18 11:40:21	NA
1	578	C:\Windows\system32\secinit.exe	2017-03-18 20:57:05	NA
1	579	C:\Windows\system32\oobe\setup.exe	2017-03-18 20:57:19	NA
1	580	C:\Windows\system32\oobe\windeploy.exe	2017-03-18 20:57:53	NA
1	581	C:\Windows\system32\sppsvc.exe	2017-03-18 20:57:29	NA
1	582	C:\Windows\system32\dwm.exe	2017-03-18 20:58:21	NA
1	583	C:\Windows\system32\fontdrvhost.exe	2017-07-07 07:27:41	NA
1	584	C:\Windows\system32\svchost.exe	2017-03-18 20:58:21	NA
1	585	C:\Windows\system32\lsass.exe	2017-07-07 07:07:38	NA
1	586	C:\Windows\system32\services.exe	2017-03-18 20:57:39	NA
